HomeTeam,AwayTeam,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeTeam_label,AwayTeam_label,FullTimeResult_label,HalfTimeResult_label
Leicester,Derby,H,1,1,D,23,16,2,1
Man United,Southampton,H,2,0,H,27,36,2,2
Sunderland,Coventry,H,0,0,D,38,14,2,1
West Ham,Newcastle,H,0,0,D,43,29,2,1
Bradford,Leeds,D,1,0,H,7,22,1,2
Liverpool,Everton,H,1,1,D,24,17,2,1
Charlton,Bradford,H,2,0,H,12,7,2,2
Coventry,Man United,A,0,2,A,14,27,0,0
Leeds,Liverpool,H,1,2,A,22,24,2,0
Man City,Leicester,A,0,0,D,26,23,0,1
Middlesbrough,Arsenal,A,0,1,A,28,0,0,0
Newcastle,Ipswich,H,1,1,D,29,21,2,1
Southampton,Chelsea,H,2,0,H,36,13,2,2
Tottenham,Sunderland,H,1,0,H,40,38,2,2
Everton,Aston Villa,A,0,0,D,17,1,0,1
Derby,West Ham,D,0,0,D,16,43,1,1
Arsenal,Derby,D,0,0,D,0,16,1,1
Aston Villa,Tottenham,H,1,0,H,1,40,2,2
Bradford,Everton,A,0,0,D,7,17,0,1
Ipswich,Charlton,H,0,0,D,21,12,2,1
Leicester,Newcastle,D,0,0,D,23,29,1,1
Man United,Middlesbrough,H,0,1,A,27,28,2,0
Sunderland,Southampton,D,1,1,D,38,36,1,1
West Ham,Man City,H,0,1,A,43,26,2,0
Chelsea,Leeds,D,0,0,D,13,22,1,1
Liverpool,Coventry,H,1,0,H,24,14,2,2
Charlton,Chelsea,H,1,0,H,12,13,2,2
Derby,Bradford,H,0,0,D,16,7,2,1
Everton,Arsenal,H,0,0,D,17,0,2,1
Leeds,West Ham,A,0,1,A,22,43,0,0
Man City,Man United,A,0,1,A,26,27,0,0
Middlesbrough,Leicester,A,0,2,A,28,23,0,0
Newcastle,Sunderland,A,1,0,H,29,38,0,2
Southampton,Aston Villa,H,2,0,H,36,1,2,2
Tottenham,Liverpool,H,2,1,H,40,24,2,2
Coventry,Ipswich,A,0,0,D,14,21,0,1
Charlton,Sunderland,A,0,0,D,12,38,0,1
Coventry,Aston Villa,D,0,1,A,14,1,1,0
Derby,Man United,A,0,0,D,16,27,0,1
Everton,Chelsea,H,0,1,A,17,13,2,0
Man City,Ipswich,A,0,2,A,26,21,0,0
Middlesbrough,Bradford,D,0,2,A,28,7,1,0
Southampton,West Ham,A,1,2,A,36,43,0,0
Tottenham,Leicester,H,2,0,H,40,23,2,2
Leeds,Arsenal,H,0,0,D,22,0,2,1
Newcastle,Liverpool,H,1,0,H,29,24,2,2
Arsenal,Southampton,H,0,0,D,0,36,2,1
Aston Villa,Newcastle,D,1,0,H,1,29,1,2
Bradford,Coventry,H,0,0,D,7,14,2,1
Ipswich,Derby,A,0,1,A,21,16,0,0
Leicester,Leeds,H,3,0,H,23,22,2,2
Liverpool,Charlton,H,1,0,H,24,12,2,2
Man United,Tottenham,H,1,0,H,27,40,2,2
West Ham,Middlesbrough,H,1,0,H,43,28,2,2
Chelsea,Man City,H,2,0,H,13,26,2,2
Sunderland,Everton,H,1,0,H,38,17,2,2
Arsenal,Newcastle,H,2,0,H,0,29,2,2
Bradford,Tottenham,D,1,2,A,7,40,1,0
Charlton,Man United,D,1,2,A,12,27,1,0
Chelsea,Derby,H,3,0,H,13,16,2,2
Man City,Everton,H,3,0,H,26,17,2,2
Southampton,Leeds,H,1,0,H,36,22,2,2
Sunderland,Middlesbrough,H,0,0,D,38,28,2,1
West Ham,Aston Villa,D,1,1,D,43,1,1,1
Coventry,Leicester,H,1,0,H,14,23,2,2
Liverpool,Ipswich,A,0,1,A,24,21,0,0
Aston Villa,Man City,D,0,0,D,1,26,1,1
Derby,Coventry,H,1,0,H,16,14,2,2
Everton,West Ham,D,0,0,D,17,43,1,1
Ipswich,Southampton,H,0,1,A,21,36,2,0
Leeds,Sunderland,H,1,0,H,22,38,2,2
Leicester,Charlton,H,1,1,D,23,12,2,1
Middlesbrough,Chelsea,H,0,0,D,28,13,2,1
Newcastle,Bradford,H,1,0,H,29,7,2,2
Man United,Liverpool,A,0,1,A,27,24,0,0
Tottenham,Arsenal,D,1,0,H,40,0,1,2
Coventry,Southampton,D,1,0,H,14,36,1,2
Charlton,Everton,H,1,0,H,12,17,2,2
Chelsea,Bradford,H,1,0,H,13,7,2,2
Derby,Newcastle,H,1,0,H,16,29,2,2
Leeds,Aston Villa,A,0,1,A,22,1,0,0
Leicester,West Ham,H,1,1,D,23,43,2,1
Liverpool,Arsenal,H,1,0,H,24,0,2,2
Man United,Ipswich,H,2,0,H,27,21,2,2
Sunderland,Man City,H,1,0,H,38,26,2,2
Tottenham,Middlesbrough,D,0,0,D,40,28,1,1
Arsenal,Leicester,H,1,0,H,0,23,2,2
Aston Villa,Man United,A,0,0,D,1,27,0,1
Bradford,Sunderland,A,0,1,A,7,38,0,0
Everton,Coventry,A,0,0,D,17,14,0,1
Ipswich,Chelsea,D,1,2,A,21,13,1,0
Man City,Derby,D,0,0,D,26,16,1,1
Middlesbrough,Liverpool,H,1,0,H,28,24,2,2
Newcastle,Leeds,H,2,1,H,29,22,2,2
West Ham,Charlton,H,3,0,H,43,12,2,2
Southampton,Tottenham,H,2,0,H,36,40,2,2
Arsenal,Sunderland,D,2,0,H,0,38,1,2
Ipswich,Tottenham,H,1,0,H,21,40,2,2
Man City,Charlton,A,0,2,A,26,12,0,0
Middlesbrough,Coventry,D,0,1,A,28,14,1,0
Newcastle,Man United,D,0,1,A,29,27,1,0
Southampton,Derby,H,0,0,D,36,16,2,1
Charlton,Arsenal,H,1,0,H,12,0,2,2
Chelsea,Aston Villa,H,1,0,H,13,1,2,2
Coventry,Man City,D,0,0,D,14,26,1,1
Derby,Everton,H,1,0,H,16,17,2,2
Leeds,Middlesbrough,D,0,1,A,22,28,1,0
Leicester,Bradford,A,1,2,A,23,7,0,0
Liverpool,Southampton,H,1,1,D,24,36,2,1
Man United,West Ham,H,2,0,H,27,43,2,2
Sunderland,Ipswich,H,1,1,D,38,21,2,1
Tottenham,Newcastle,H,3,1,H,40,29,2,2
Arsenal,Chelsea,D,1,0,H,0,13,1,2
Aston Villa,Liverpool,A,0,2,A,1,24,0,0
Bradford,Man United,A,0,0,D,7,27,0,1
Everton,Tottenham,D,0,0,D,17,40,1,1
Man City,Leeds,A,0,1,A,26,22,0,0
Middlesbrough,Derby,H,1,0,H,28,16,2,2
Newcastle,Coventry,H,1,0,H,29,14,2,2
Southampton,Charlton,D,0,0,D,36,12,1,1
West Ham,Sunderland,A,0,1,A,43,38,0,0
Ipswich,Leicester,H,0,0,D,21,23,2,1
Chelsea,Ipswich,H,1,1,D,13,21,2,1
Coventry,Everton,A,0,3,A,14,17,0,0
Derby,Man City,D,0,0,D,16,26,1,1
Leeds,Newcastle,A,1,2,A,22,29,0,0
Leicester,Arsenal,D,0,0,D,23,0,1,1
Liverpool,Middlesbrough,D,0,0,D,24,28,1,1
Man United,Aston Villa,H,0,0,D,27,1,2,1
Tottenham,Southampton,D,0,0,D,40,36,1,1
Sunderland,Bradford,D,0,0,D,38,7,1,1
Charlton,West Ham,D,1,0,H,12,43,1,2
Aston Villa,Leeds,A,1,1,D,1,22,0,1
Arsenal,Bradford,H,2,0,H,0,7,2,2
Charlton,Derby,H,1,1,D,12,16,2,1
Chelsea,Newcastle,H,1,1,D,13,29,2,1
Everton,Middlesbrough,D,0,1,A,17,28,1,0
Leeds,Coventry,H,0,0,D,22,14,2,1
Man City,Liverpool,D,0,1,A,26,24,1,0
Southampton,Leicester,H,0,0,D,36,23,2,1
Sunderland,Man United,A,0,0,D,38,27,0,1
West Ham,Tottenham,D,0,0,D,43,40,1,1
Bradford,Aston Villa,A,0,0,D,7,1,0,1
Coventry,Arsenal,A,0,0,D,14,0,0,1
Derby,Sunderland,H,1,0,H,16,38,2,2
Ipswich,Leeds,A,0,2,A,21,22,0,0
Leicester,Chelsea,H,1,0,H,23,13,2,2
Liverpool,West Ham,H,2,0,H,24,43,2,2
Man United,Everton,H,0,0,D,27,17,2,1
Middlesbrough,Man City,D,0,1,A,28,26,1,0
Tottenham,Charlton,D,0,0,D,40,12,1,1
Everton,Leeds,D,1,0,H,17,22,1,2
Arsenal,Ipswich,H,0,0,D,0,21,2,1
Aston Villa,Middlesbrough,D,1,0,H,1,28,1,2
Chelsea,Man United,D,1,0,H,13,27,1,2
Everton,Leicester,H,2,0,H,17,23,2,2
Leeds,Derby,D,0,0,D,22,16,1,1
Man City,Tottenham,A,0,0,D,26,40,0,1
Southampton,Bradford,H,0,0,D,36,7,2,1
Sunderland,Liverpool,D,0,0,D,38,24,1,1
Charlton,Newcastle,H,2,0,H,12,29,2,2
West Ham,Coventry,D,0,0,D,43,14,1,1
Bradford,West Ham,A,0,1,A,7,43,0,0
Coventry,Charlton,D,1,1,D,14,12,1,1
Derby,Aston Villa,H,1,0,H,16,1,2,2
Ipswich,Everton,H,0,0,D,21,17,2,1
Leicester,Sunderland,H,1,0,H,23,38,2,2
Middlesbrough,Southampton,A,0,0,D,28,36,0,1
Newcastle,Man City,A,0,0,D,29,26,0,1
Tottenham,Leeds,A,1,1,D,40,22,0,1
Man United,Arsenal,H,5,1,H,27,0,2,2
Arsenal,West Ham,H,3,0,H,0,43,2,2
Coventry,Chelsea,D,0,0,D,14,13,1,1
Derby,Tottenham,H,2,0,H,16,40,2,2
Everton,Newcastle,D,0,0,D,17,29,1,1
Leeds,Man United,D,0,0,D,22,27,1,1
Leicester,Liverpool,H,0,0,D,23,24,2,1
Man City,Southampton,A,0,0,D,26,36,0,1
Middlesbrough,Charlton,D,0,0,D,28,12,1,1
Ipswich,Bradford,H,0,1,A,21,7,2,0
Sunderland,Aston Villa,D,0,0,D,38,1,1,1
West Ham,Chelsea,A,0,2,A,43,13,0,0
Aston Villa,Ipswich,H,0,1,A,1,21,2,0
Bradford,Man City,D,0,1,A,7,26,1,0
Charlton,Leeds,A,1,1,D,12,22,0,1
Chelsea,Sunderland,A,2,1,H,13,38,0,2
Man United,Leicester,H,0,0,D,27,23,2,1
Newcastle,Middlesbrough,A,0,2,A,29,28,0,0
Southampton,Everton,H,0,0,D,36,17,2,1
Tottenham,Coventry,H,2,0,H,40,14,2,2
West Ham,Ipswich,A,0,0,D,43,21,0,1
Aston Villa,Arsenal,D,0,0,D,1,0,1,1
Liverpool,Derby,D,0,1,A,24,16,1,0
Arsenal,Tottenham,H,0,0,D,0,40,2,1
Bradford,Newcastle,D,2,1,H,7,29,1,2
Chelsea,Middlesbrough,H,1,0,H,13,28,2,2
Coventry,Derby,H,1,0,H,14,16,2,2
Liverpool,Man United,H,2,0,H,24,27,2,2
Man City,Aston Villa,A,1,2,A,26,1,0,0
Sunderland,Leeds,A,0,1,A,38,22,0,0
West Ham,Everton,A,0,1,A,43,17,0,0
Charlton,Leicester,H,1,0,H,12,23,2,2
Southampton,Ipswich,A,0,1,A,36,21,0,0
Aston Villa,Leicester,H,1,1,D,1,23,2,1
Aston Villa,West Ham,D,0,0,D,1,43,1,1
Derby,Chelsea,A,0,0,D,16,13,0,1
Leeds,Southampton,H,1,0,H,22,36,2,2
Leicester,Coventry,A,1,2,A,23,14,0,0
Everton,Man City,H,2,1,H,17,26,2,2
Middlesbrough,Sunderland,D,0,0,D,28,38,1,1
Ipswich,Liverpool,D,0,0,D,21,24,1,1
Man United,Charlton,H,1,0,H,27,12,2,2
Tottenham,Bradford,H,1,1,D,40,7,2,1
Man City,Arsenal,A,0,4,A,26,0,0,0
Bradford,Charlton,H,0,0,D,7,12,2,1
Liverpool,Leeds,A,0,2,A,24,22,0,0
Arsenal,Middlesbrough,A,0,2,A,0,28,0,0
Aston Villa,Everton,H,1,1,D,1,17,2,1
Chelsea,Southampton,H,1,0,H,13,36,2,2
Ipswich,Newcastle,H,0,0,D,21,29,2,1
Leicester,Man City,A,1,1,D,23,26,0,1
Man United,Coventry,H,2,2,D,27,14,2,1
Sunderland,Tottenham,A,2,0,H,38,40,0,2
West Ham,Derby,H,3,0,H,43,16,2,2
Coventry,Sunderland,H,1,0,H,14,38,2,2
Derby,Leicester,H,1,0,H,16,23,2,2
Everton,Liverpool,A,1,1,D,17,24,0,1
Middlesbrough,Ipswich,A,1,0,H,28,21,0,2
Newcastle,West Ham,H,1,0,H,29,43,2,2
Charlton,Aston Villa,D,2,0,H,12,1,1,2
Tottenham,Chelsea,A,0,1,A,40,13,0,0
Arsenal,Everton,H,1,1,D,0,17,2,1
Aston Villa,Southampton,D,0,0,D,1,36,1,1
Bradford,Derby,H,1,0,H,7,16,2,2
Chelsea,Charlton,A,0,1,A,13,12,0,0
Ipswich,Coventry,H,1,0,H,21,14,2,2
Leicester,Middlesbrough,A,0,1,A,23,28,0,0
Man United,Man City,D,0,0,D,27,26,1,1
Sunderland,Newcastle,D,0,0,D,38,29,1,1
West Ham,Leeds,A,0,1,A,43,22,0,0
Liverpool,Tottenham,H,1,1,D,24,40,2,1
Coventry,Liverpool,A,0,0,D,14,24,0,1
Derby,Arsenal,A,1,1,D,16,0,0,1
Everton,Bradford,H,0,1,A,17,7,2,0
Leeds,Chelsea,H,0,0,D,22,13,2,1
Man City,West Ham,H,1,0,H,26,43,2,2
Middlesbrough,Man United,A,0,1,A,28,27,0,0
Newcastle,Leicester,H,0,0,D,29,23,2,1
Southampton,Sunderland,A,0,0,D,36,38,0,1
Tottenham,Aston Villa,D,0,0,D,40,1,1,1
Charlton,Ipswich,H,1,1,D,12,21,2,1
Bradford,Liverpool,A,0,0,D,7,24,0,1
Newcastle,Southampton,D,1,0,H,29,36,1,2
Arsenal,Leeds,H,1,0,H,0,22,2,2
Aston Villa,Coventry,H,0,2,A,1,14,2,0
Bradford,Middlesbrough,D,1,0,H,7,28,1,2
Chelsea,Everton,H,2,1,H,13,17,2,2
Leicester,Tottenham,H,1,0,H,23,40,2,2
Liverpool,Newcastle,H,1,0,H,24,29,2,2
Man United,Derby,A,0,1,A,27,16,0,0
Sunderland,Charlton,H,2,1,H,38,12,2,2
West Ham,Southampton,H,0,0,D,43,36,2,1
Ipswich,Man City,H,0,0,D,21,26,2,1
Liverpool,Chelsea,D,1,1,D,24,13,1,1
Leeds,Bradford,H,5,1,H,22,7,2,2
Southampton,Man United,H,2,0,H,36,27,2,2
Newcastle,Arsenal,D,0,0,D,29,0,1,1
Charlton,Liverpool,A,0,0,D,12,24,0,1
Coventry,Bradford,D,0,0,D,14,7,1,1
Derby,Ipswich,D,1,0,H,16,21,1,2
Everton,Sunderland,D,1,1,D,17,38,1,1
Leeds,Leicester,H,1,1,D,22,23,2,1
Man City,Chelsea,A,1,1,D,26,13,0,1
Middlesbrough,West Ham,H,2,1,H,28,43,2,2
Newcastle,Aston Villa,H,2,0,H,29,1,2,2
Southampton,Arsenal,H,0,1,A,36,0,2,0
Tottenham,Man United,H,1,1,D,40,27,2,1
Charlton,Everton,A,0,0,D,12,17,0,1
Derby,Blackburn,H,1,0,H,16,3,2,2
Leeds,Southampton,H,0,0,D,22,36,2,1
Leicester,Bolton,A,0,4,A,23,5,0,0
Liverpool,West Ham,H,1,1,D,24,43,2,1
Sunderland,Ipswich,H,1,0,H,38,21,2,2
Chelsea,Newcastle,D,1,0,H,13,29,1,2
Man United,Fulham,H,1,1,D,27,18,2,1
Everton,Tottenham,D,0,1,A,17,40,1,0
Arsenal,Leeds,A,1,1,D,0,22,0,1
Bolton,Middlesbrough,H,1,0,H,5,28,2,2
Ipswich,Derby,H,1,0,H,21,16,2,2
Blackburn,Man United,D,0,1,A,3,27,1,0
Fulham,Sunderland,H,0,0,D,18,38,2,1
Arsenal,Leicester,H,2,0,H,0,23,2,2
Blackburn,Tottenham,H,1,0,H,3,40,2,2
Everton,Middlesbrough,H,1,0,H,17,28,2,2
Fulham,Derby,D,0,0,D,18,16,1,1
Ipswich,Charlton,A,0,0,D,21,12,0,1
Southampton,Chelsea,A,0,1,A,36,13,0,0
West Ham,Leeds,D,0,0,D,43,22,1,1
Aston Villa,Man United,D,1,0,H,1,27,1,2
Newcastle,Sunderland,D,1,1,D,29,38,1,1
Bolton,Liverpool,H,1,0,H,5,24,2,2
Chelsea,Arsenal,D,1,1,D,13,0,1,1
Leeds,Bolton,D,0,0,D,22,5,1,1
Leicester,Ipswich,D,0,1,A,23,21,1,0
Liverpool,Aston Villa,A,0,1,A,24,1,0,0
Man United,Everton,H,2,0,H,27,17,2,2
Middlesbrough,Newcastle,A,1,1,D,28,29,0,1
Sunderland,Blackburn,H,0,0,D,38,3,2,1
Charlton,Fulham,D,1,1,D,12,18,1,1
Tottenham,Southampton,H,0,0,D,40,36,2,1
Bolton,Southampton,A,0,0,D,5,36,0,1
Derby,Leicester,A,1,1,D,16,23,0,1
Everton,Liverpool,A,1,2,A,17,24,0,0
Fulham,Arsenal,A,0,1,A,18,0,0,0
Middlesbrough,West Ham,H,2,0,H,28,43,2,2
Newcastle,Man United,H,2,1,H,29,27,2,2
Charlton,Leeds,A,0,1,A,12,22,0,0
Ipswich,Blackburn,D,1,0,H,21,3,1,2
Leicester,Middlesbrough,A,1,0,H,23,28,0,2
Blackburn,Bolton,D,0,0,D,3,5,1,1
Sunderland,Tottenham,A,0,1,A,38,40,0,0
Arsenal,Bolton,D,0,0,D,0,5,1,1
Blackburn,Everton,H,1,0,H,3,17,2,2
Leicester,Fulham,D,0,0,D,23,18,1,1
Liverpool,Tottenham,H,0,0,D,24,40,2,1
Sunderland,Charlton,D,0,1,A,38,12,1,0
Chelsea,Middlesbrough,D,2,0,H,13,28,1,2
Leeds,Derby,H,1,0,H,22,16,2,2
West Ham,Newcastle,H,1,0,H,43,29,2,2
Southampton,Aston Villa,A,1,2,A,36,1,0,0
Newcastle,Leicester,H,1,0,H,29,23,2,2
Bolton,Sunderland,A,0,0,D,5,38,0,1
Derby,Arsenal,A,0,1,A,16,0,0,0
Everton,West Ham,H,1,0,H,17,43,2,2
Tottenham,Man United,A,3,0,H,40,27,0,2
Aston Villa,Blackburn,H,0,0,D,1,3,2,1
Fulham,Chelsea,D,0,1,A,18,13,1,0
Ipswich,Leeds,A,1,0,H,21,22,0,2
Newcastle,Liverpool,A,0,1,A,29,24,0,0
Bolton,Newcastle,A,0,1,A,5,29,0,0
Charlton,Middlesbrough,D,0,0,D,12,28,1,1
Chelsea,Leicester,H,2,0,H,13,23,2,2
Ipswich,Everton,D,0,0,D,21,17,1,1
Liverpool,Leeds,D,0,1,A,24,22,1,0
Southampton,Arsenal,A,0,1,A,36,0,0,0
Sunderland,Man United,A,0,1,A,38,27,0,0
Aston Villa,Fulham,H,0,0,D,1,18,2,1
Blackburn,West Ham,H,3,1,H,3,43,2,2
Arsenal,Blackburn,D,0,1,A,0,3,1,0
Derby,Charlton,D,1,0,H,16,12,1,2
Everton,Aston Villa,H,1,0,H,17,1,2,2
Leicester,Liverpool,A,0,3,A,23,24,0,0
Man United,Bolton,A,1,1,D,27,5,0,1
Fulham,Ipswich,D,1,0,H,18,21,1,2
Leeds,Chelsea,D,0,0,D,22,13,1,1
Newcastle,Tottenham,A,0,2,A,29,40,0,0
Middlesbrough,Sunderland,H,2,0,H,28,38,2,2
Aston Villa,Charlton,H,1,0,H,1,12,2,2
Southampton,Ipswich,D,2,1,H,36,21,1,2
West Ham,Chelsea,H,2,1,H,43,13,2,2
Aston Villa,Bolton,H,2,1,H,1,5,2,2
Charlton,Liverpool,A,0,2,A,12,24,0,0
Everton,Newcastle,A,0,1,A,17,29,0,0
Fulham,Southampton,H,2,1,H,18,36,2,2
Man United,Leeds,D,0,0,D,27,22,1,1
Sunderland,Arsenal,D,0,1,A,38,0,1,0
Tottenham,Middlesbrough,H,0,1,A,40,28,2,0
Derby,Chelsea,D,1,0,H,16,13,1,2
Ipswich,West Ham,A,0,1,A,21,43,0,0
Blackburn,Leicester,D,0,0,D,3,23,1,1
Bolton,Everton,D,1,1,D,5,17,1,1
Leicester,Sunderland,H,0,0,D,23,38,2,1
Middlesbrough,Derby,H,0,0,D,28,16,2,1
Newcastle,Aston Villa,H,1,0,H,29,1,2,2
Southampton,Blackburn,A,1,1,D,36,3,0,1
West Ham,Fulham,A,0,1,A,43,18,0,0
Arsenal,Charlton,A,1,2,A,0,12,0,0
Chelsea,Ipswich,H,1,0,H,13,21,2,2
Leeds,Tottenham,H,0,0,D,22,40,2,1
Aston Villa,Middlesbrough,D,0,0,D,1,28,1,1
Blackburn,Liverpool,D,0,1,A,3,24,1,0
Derby,Southampton,H,1,0,H,16,36,2,2
Fulham,Newcastle,H,2,0,H,18,29,2,2
Man United,Leicester,H,1,0,H,27,23,2,2
Tottenham,Arsenal,D,0,0,D,40,0,1,1
Everton,Chelsea,D,0,0,D,17,13,1,1
Ipswich,Bolton,A,1,2,A,21,5,0,0
Sunderland,Leeds,H,0,0,D,38,22,2,1
Charlton,West Ham,D,2,2,D,12,43,1,1
Bolton,Fulham,D,0,0,D,5,18,1,1
Chelsea,Blackburn,D,0,0,D,13,3,1,1
Leicester,Everton,D,0,0,D,23,17,1,1
Newcastle,Derby,H,1,0,H,29,16,2,2
Southampton,Charlton,H,0,0,D,36,12,2,1
West Ham,Tottenham,A,0,0,D,43,40,0,1
Arsenal,Man United,H,0,1,A,0,27,2,0
Leeds,Aston Villa,D,1,1,D,22,1,1,1
Liverpool,Sunderland,H,1,0,H,24,38,2,2
Middlesbrough,Ipswich,D,0,0,D,28,21,1,1
Aston Villa,Leicester,A,0,1,A,1,23,0,0
Blackburn,Middlesbrough,A,0,1,A,3,28,0,0
Charlton,Newcastle,D,0,0,D,12,29,1,1
Ipswich,Arsenal,A,0,1,A,21,0,0,0
Man United,Chelsea,A,0,1,A,27,13,0,0
Sunderland,West Ham,H,0,0,D,38,43,2,1
Everton,Southampton,H,0,0,D,17,36,2,1
Fulham,Leeds,D,0,0,D,18,22,1,1
Tottenham,Bolton,H,0,1,A,40,5,2,0
Chelsea,Charlton,A,0,0,D,13,12,0,1
West Ham,Aston Villa,D,0,1,A,43,1,1,0
Charlton,Tottenham,H,2,0,H,12,40,2,2
Derby,Bolton,H,0,0,D,16,5,2,1
Fulham,Everton,H,1,0,H,18,17,2,2
Leicester,Southampton,A,0,1,A,23,36,0,0
Liverpool,Middlesbrough,H,2,0,H,24,28,2,2
Man United,West Ham,A,0,0,D,27,43,0,1
Arsenal,Aston Villa,H,0,2,A,0,1,2,0
Blackburn,Leeds,A,0,0,D,3,22,0,1
Ipswich,Newcastle,A,0,1,A,21,29,0,0
Sunderland,Chelsea,D,0,0,D,38,13,1,1
Liverpool,Fulham,D,0,0,D,24,18,1,1
Man United,Derby,H,2,0,H,27,16,2,2
Bolton,Charlton,D,0,0,D,5,12,1,1
Everton,Derby,H,0,0,D,17,16,2,1
Middlesbrough,Man United,A,0,0,D,28,27,0,1
Newcastle,Blackburn,H,0,1,A,29,3,2,0
Southampton,Sunderland,H,1,0,H,36,38,2,2
Tottenham,Fulham,H,2,0,H,40,18,2,2
West Ham,Arsenal,D,1,1,D,43,0,1,1
Leeds,Leicester,D,1,0,H,22,23,1,2
Aston Villa,Ipswich,H,1,1,D,1,21,2,1
Arsenal,Newcastle,A,1,0,H,0,29,0,2
Charlton,Blackburn,A,0,0,D,12,3,0,1
Derby,Aston Villa,H,1,1,D,16,1,2,1
Leeds,Newcastle,A,1,1,D,22,29,0,1
Leicester,West Ham,D,1,0,H,23,43,1,2
Man United,Southampton,H,3,0,H,27,36,2,2
Sunderland,Everton,H,0,0,D,38,17,2,1
Tottenham,Ipswich,A,1,1,D,40,21,0,1
Chelsea,Bolton,H,2,1,H,13,5,2,2
Liverpool,Arsenal,A,0,1,A,24,0,0,0
Arsenal,Chelsea,H,0,1,A,0,13,2,0
Aston Villa,Liverpool,A,1,1,D,1,24,0,1
Blackburn,Sunderland,A,0,2,A,3,38,0,0
Bolton,Leeds,A,0,2,A,5,22,0,0
Everton,Man United,A,0,0,D,17,27,0,1
Fulham,Charlton,D,0,0,D,18,12,1,1
Newcastle,Middlesbrough,H,1,0,H,29,28,2,2
Southampton,Tottenham,H,0,0,D,36,40,2,1
West Ham,Derby,H,1,0,H,43,16,2,2
Arsenal,Middlesbrough,H,0,1,A,0,28,2,0
Aston Villa,Tottenham,D,0,1,A,1,40,1,0
Blackburn,Derby,A,0,1,A,3,16,0,0
Bolton,Leicester,D,1,2,A,5,23,1,0
Everton,Charlton,A,0,1,A,17,12,0,0
Ipswich,Sunderland,H,4,0,H,21,38,2,2
Newcastle,Chelsea,A,1,2,A,29,13,0,0
Southampton,Leeds,A,0,0,D,36,22,0,1
West Ham,Liverpool,D,1,0,H,43,24,1,2
Fulham,Man United,A,1,2,A,18,27,0,0
Charlton,Ipswich,H,2,2,D,12,21,2,1
Chelsea,Southampton,A,2,1,H,13,36,0,2
Leeds,West Ham,H,2,0,H,22,43,2,2
Liverpool,Bolton,D,0,0,D,24,5,1,1
Middlesbrough,Everton,H,0,0,D,28,17,2,1
Tottenham,Blackburn,H,1,0,H,40,3,2,2
Derby,Fulham,A,0,0,D,16,18,0,1
Southampton,Liverpool,H,0,0,D,36,24,2,1
Aston Villa,Derby,H,2,1,H,1,16,2,2
Blackburn,Charlton,H,2,0,H,3,12,2,2
Bolton,Chelsea,D,0,0,D,5,13,1,1
Everton,Sunderland,H,1,0,H,17,38,2,2
Fulham,Middlesbrough,H,2,1,H,18,28,2,2
Newcastle,Leeds,H,1,1,D,29,22,2,1
West Ham,Leicester,H,1,0,H,43,23,2,2
Arsenal,Liverpool,D,0,0,D,0,24,1,1
Southampton,Man United,A,1,2,A,36,27,0,0
Derby,Ipswich,A,0,0,D,16,21,0,1
Liverpool,Southampton,D,1,0,H,24,36,1,2
Man United,Blackburn,H,1,0,H,27,3,2,2
Middlesbrough,Bolton,D,1,0,H,28,5,1,2
Sunderland,Fulham,D,0,1,A,38,18,1,0
Tottenham,Everton,D,1,1,D,40,17,1,1
Leeds,Arsenal,D,1,1,D,22,0,1,1
Charlton,Aston Villa,A,0,2,A,12,1,0,0
Man United,Liverpool,A,0,0,D,27,24,0,1
Leicester,Arsenal,A,0,2,A,23,0,0,0
Bolton,Man United,A,0,2,A,5,27,0,0
Charlton,Derby,H,0,0,D,12,16,2,1
Sunderland,Middlesbrough,A,0,1,A,38,28,0,0
Aston Villa,Everton,D,0,0,D,1,17,1,1
Blackburn,Arsenal,A,2,2,D,3,0,0,1
Chelsea,Leeds,H,2,0,H,13,22,2,2
Ipswich,Fulham,H,1,0,H,21,18,2,2
Southampton,West Ham,H,1,0,H,36,43,2,2
Tottenham,Newcastle,A,1,0,H,40,29,0,2
Arsenal,Southampton,D,1,0,H,0,36,1,2
Derby,Tottenham,H,1,0,H,16,40,2,2
Everton,Ipswich,A,1,2,A,17,21,0,0
Fulham,Aston Villa,D,0,0,D,18,1,1,1
Leicester,Chelsea,A,1,0,H,23,13,0,2
Man United,Sunderland,H,4,1,H,27,38,2,2
Newcastle,Bolton,H,2,2,D,29,5,2,1
West Ham,Blackburn,H,1,0,H,43,3,2,2
Leeds,Liverpool,A,0,1,A,22,24,0,0
Aston Villa,Chelsea,D,1,0,H,1,13,1,2
Bolton,West Ham,H,1,0,H,5,43,2,2
Derby,Sunderland,A,0,0,D,16,38,0,1
Fulham,Blackburn,H,1,0,H,18,3,2,2
Ipswich,Liverpool,A,0,2,A,21,24,0,0
Middlesbrough,Leeds,D,0,1,A,28,22,1,0
Newcastle,Southampton,H,3,1,H,29,36,2,2
Tottenham,Leicester,H,1,0,H,40,23,2,2
Charlton,Man United,A,0,1,A,12,27,0,0
Everton,Arsenal,A,0,0,D,17,0,0,1
Middlesbrough,Fulham,H,1,0,H,28,18,2,2
Arsenal,Fulham,H,3,1,H,0,18,2,2
